original_sentence,error_sentence,count,label_errors
vào thời điểm này bề ngoài có vẻ cuộc khủng hoảng đang bị bế tắc ,vào thời điểm này bề ngoài có vẽ cuộc khủng hoảng đang bị bế tắc ,15,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
lúc đó lá thư được xem là chính thức và xác thực mặc dù sau này người ta biết được rằng fomin dường như đưa ra lời đề nghị riêng của mình mà không có sự hậu thuẫn chính thức nào ,lúc đó lá thư được xem là chính thức và xác thực mặc dù sau này người ta biết được rằng fomin dường như đưa ra lời đề nghị riêng của mình mà không có sự hậu thuẩn chính thức nào ,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
lúc 9 00 specialw giờ miền đông hoa kỳ sáng thứ bảy ngày numberic tháng numberic đài phát thanh moscow bắt đầu truyền đi một thông điệp của nhà lãnh đạo liên xô khrushchev ,lúc 9 00 specialw giờ miền đông hoa kỳ sáng thứ bảy ngày numberic tháng numberic đài phái thanh moscow bắt đầu truyền đi một thông điệp của nhà lãnh đạo liên xô khrushchev ,33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
thủ tướng ý fanfani đồng thời cũng là ngoại trưởng ý tạm thời ra lệnh cho phép rút bỏ các tên lửa đang khai triển tại apulia như một con bài mặc cả ,thủ tướng ý fanfani đồng thời cũng là ngoại trưởng ý tạm thời ra lệnh cho phép rút bỏ các tên lửa đang khai triển tại apulia như một con bài mặt cả ,33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
người xô viết không biết chuyện hoa kỳ xem các tên lửa jupiter đã lỗi thời và đang được các tên lửa đạn đạo hạt nhân polaris đặt trên tàu ngầm thay thế ,người xô viết không biết chuyện hoa kỳ xem các tên lửa jupiter đã lổi thời và đang được các tên lửa đạn đạo hạt nhân polaris đặt trên tàu ngầm thay thế ,33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kế hoạch mới kêu gọi tổng thống làm ngơ thông điệp mới nhất và thay vào đó xem xét lại lời đề nghị trước đó của nhà lãnh đạo khrushchev ,kế hoạch mới yêu gọi tổng thống làm ngơ thông điệp mới nhất và thay vào đó xem xét lại lời đề nghị trước đó của nhà lãnh đạo khrushchev ,30,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nhóm thành viên cuộc họp cho rằng lá thư nên được nhấn mạnh bằng một thông điệp miệng gởi đến đại sứ liên xô dobrynin nói rằng nếu các tên lửa không bị tháo bỏ thì hành động quân sự sẽ được dùng đến để loại bỏ chúng ,nhóm thành viên cuộc họp cho rằng lá thư nên được nhấn mạnh bằng một thông điệp miệng gởi đến đại xứ liên xô dobrynin nói rằng nếu các tên lửa không bị tháo bỏ thì hành động quân sự sẽ được dùng đến để loại bỏ chúng ,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bên trong nội bộ chính phủ hoa kỳ họ hiểu ra rằng việc làm ngơ lời đề nghị thứ hai và quay trở lại bàn về lời đề nghị thứ nhất đã khiến cho nhà lãnh đạo liên xô gặp vấn đề rắc rối ,bên trong nội bộ chính phủ hoa kỳ họ hiểu rỏ rằng việc làm ngơ lời đề nghị thứ hai và quay trở lại bàn về lời đề nghị thứ nhất đã khiến cho nhà lãnh đạo liên xô gặp vấn đề rắc rối ,44,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
những sự chuẩn bị về mặt quân sự tiếp diễn và tất cả các nhân sự không quân hiện dịch của hoa kỳ được lệnh có mặt tại căn cứ của họ để chờ đợi lệnh hành động ,những sự chuẩn bị về mặc quân sự tiếp diễn và tất cả các nhân sự không quân hiện dịch của hoa kỳ được lệnh có mặt tại căn cứ của họ để chờ đợi lệnh hành động ,38,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lá thư cũng được công bố trực tiếp đến báo chí để bảo đảm rằng nó không bị trì hoãn ,lá thư cũng được công bố trực tiếp đến báo chí để bảo đảm rằng nó không bị trì hoản ,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
các kế hoạch đã được phác thảo cho các cuộc không kích nhắm vào các địa điểm có tên lửa cũng như các mục tiêu kinh tế khác đặc biệt là kho chứa dầu lửa ,các kế hoạch đã được phát thảo cho các cuộc không kích nhắm vào các địa điểm có tên lửa cũng như các mục tiêu kinh tế khác đặc biệt là kho chứa dầu lửa ,35,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mối quan tâm thêm gia tăng khi vào lúc numberic specialw cia báo cáo rằng tất cả các tên lửa tại cuba đã sẵn sàng hoạt động ,mối quan tâm thêm gia tăng khi vào lúc numberic specialw cia báo cáo rằng tất cả các tên lửa tại cuba đã sẳn sàng hoạt động ,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
numberic tên lửa và trang bị hỗ trợ của chúng được đưa lên numberic chiếc tàu liên xô ,numberic tên lửa và trang bị hổ trợ của chúng được đưa lên numberic chiếc tàu liên xô ,18,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
có thêm nhiều nỗ lực ngoại giao khác được thực hiện để yêu cầu liên xô đưa các oanh tạc cơ liên xô specialw về nước ,có thêm nhiều nổ lực ngoại giao khác được thực hiện để yêu cầu liên xô đưa các oanh tạc cơ liên xô specialw về nước ,26,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
các tên lửa cuối cùng của hoa kỳ được tháo dỡ vào ngày numberic tháng numberic năm numberic và được đưa ra khỏi thổ nhĩ kỳ ngay sau đó ,các tên lửa cuối cùng của hoa kỳ được tháo dở vào ngày numberic tháng numberic năm numberic và được đưa ra khỏi thổ nhĩ kỳ ngay sau đó ,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kết quả thực tế của hiệp ước specialw là nó đã hữu hiệu làm vững mạnh vị thế của fidel castro tại cuba bảo đảm rằng hoa kỳ sẽ không xâm chiếm cuba ,kết quả thực tế của hiệp ước specialw là nó đã hửu hiệu làm vững mạnh vị thế của fidel castro tại cuba bảo đảm rằng hoa kỳ sẽ không xâm chiếm cuba ,33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fidel castro nói rằng ông sẽ đề nghị sử dụng chúng vào lúc đó nếu như hoa kỳ xâm chiếm cuba mặc dù ông biết rằng cuba sẽ bị san bằng ,fidel castro nói rằng ông sẽ đề nghị sử dụng chúng vào lúc đó nếu như hoa kỳ xâm chiếm cuba mặt dù ông biết rằng cuba sẽ bị san bằng ,31,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vì mệt nhọc thuyền trưởng savitsky trở nên giận dữ và ra lệnh cho quả thủy lôi hạt nhân trên tàu được triển khai sẵn sàng khai hỏa ,vì mệt nhọc thuyền trưởng savitsky trở nên giận dữ và ra lệnh cho quả thủy lôi hạt nhân trên tàu được triển khai sẳn sàng khai hỏa ,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
thomas blanton giám đốc cục lưu trữ tài liệu an ninh quốc gia nói một gã tên là là vasili arkhipov đã cứu thế giới ,thomas blanton giám đốc cục lưu trử tài liệu an ninh quốc gia nói một gã tên là là vasili arkhipov đã cứu thế giới ,25,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cuộc khủng hoảng là đề tài chính nếu trong bộ phim tài liệu năm numberic có tựa đề the fog of war nhận được một giải oscar dành cho phim tài liệu ,cuộc khủng hoảng là đề tài chính yếu trong bộ phim tài liệu năm numberic có tựa đề the fog of war nhận được một giải oscar dành cho phim tài liệu ,32,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gin đã bán haibara khi họ gặp nhau trên sân thượng nhưng shinichi đã đến giải cứu cô kịp thời ,gin đã bắn haibara khi họ gặp nhau trên sân thượng nhưng shinichi đã đến giải cứu cô kịp thời ,20,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lợi dụng trong lúc gin đang choáng váng do mũi kim gây mê conan và haibara đã kịp trốn thoát qua ống khói ,lợi dụng trong lúc gin đang choáng váng do mũi tim gây mê conan và haibara đã kịp trốn thoát qua ống khói ,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
trong episode numberic gin thuê chianti và kir để ám sát một nhà chính trị nhưng thất bại do sự can thiệp của fbi ,trong episode numberic gin thuê chianti và kir để ám sát một nhà chính trị nhưng thất bại so sự can thiệp của fbi ,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
trong sự xuất hiện gần đây nhất episode numberic đối thủ không đội trời chung shuichi akai đã bị rena mizunashi giết dưới mệnh lệnh của gin để chứng tỏ lòng trung thành của cô với tổ chức ,trong sự xuất hiện gần đây nhất episode numberic đối thủ không đọi trời chung shuichi akai đã bị rena mizunashi giết dưới mệnh lệnh của gin để chứng tỏ lòng trung thành của cô với tổ chức ,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mặc dù trong chuyện anh sử dụng viên thuốc độc nhiều hơn ,mặc dù trong truyện anh sử dụng viên thuốc độc nhiều hơn ,12,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
chú cuội chỉ là một hình ảnh trên mặt trăng do người xưa và các em nhỏ nghĩ ra dựa trên một truyền thuyết hấp dẫn truyền lại chú cuội ngồi gốc cây đa được mọi người nhắc đến trong ngày rằm tháng tám ,chú cuội chỉ là một hình ảnh trên mặt trăng do người xưa và các em nhỏ nghĩ ra dựa trên một truyền thuyết hấp dẫn truyền lại chú cuội ngồi gốc cây đa dược mọi người nhắc đến trong ngày rằm tháng tám ,43,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lúc trăng tròn những chỗ lõm của mặt trăng được nhìn thấy có hình dạng nối liền giống như một cây đa nên câu chuyện này ngày càng được mọi người biết đến với những hình ảnh đó ,lúc trăng tròn những chổ lõm của mặt trăng được nhìn thấy có hình dạng nối liền giống như một cây đa nên câu chuyện này ngày càng dược mọi người biết dến với những hình ảnh đó ,39,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
chúng ta có thể đọc được sự tích chú cuội cung trăng trong nhiều quyển truyện đặc sắc của thiếu nhi hằng nga,chúng ta có thể đọc được sự tích chú cuội cung trăng trong các quyển truyện đặc sắc của thiếu nhi hằng nga,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
có hai lần ngoại lệ không có trại họp bạn giữa năm numberic và năm numberic vì đệ nhị thế chiến và trại họp bạn năm numberic đáng lẽ được tổ chức tại iran bị hủy bỏ vì biến động chính trị trong vùng vào thời điểm đó ,có hai lần ngoại lệ không có trại họp bạn giữa năm numberic và năm numberic vì đệ nhị thế chiến và trại họp bạn năm numberic đáng lẽ được tổ chức tại iran bị hũy bỏ vì biến động chính trị trong vùng vào thời điểm đó ,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
dẫu vậy lục địa châu phi là lục địa duy nhất chưa tổ chức trại họp bạn hướng đạo thế giới lần nào cả ,dầu vậy lục địa châu phi là lục địa duy nhất chưa tổ chức trại họp bạn hướng đạo thế giới lần nào cả ,24,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
chương trình cùng nhau tham gia này sẽ được dàn dựng lại như là một phần chào mừng kỷ niệm hướng đạo numberic năm ,chương trình cùng nhau tham gia này sẽ được giàn dựng lại như là một phần chào mừng kỷ niệm hướng đạo numberic năm ,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
con số này đại diện nhóm người thường trực ở trại cả thời gian của sự kiện này ,con số này đại diện nhóm người thườnng trực ở trại cả thời gian của sự kiện này ,18,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
họp bạn trên đài jamboree on the air jota là một hoạt động nam và nữ hướng đạo quốc tế được tổ chức hằng năm trong cả cuối tuần thứ ba của tháng numberic ,họp bạn trên đài jamboree on the air jota là một hoạt động nam và nữ hướng đạo quốc tế được tổ chức hàng năm trong cả cuối tuần thứ ba của tháng numberic ,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sự kiện này được công nhận như là một lần tham dự quốc tế bởi một số tổ chức hướng đạo nam và nữ và có vài vài giải thưởng cho các sự kiện này như là một phần của các chương trình nam và nữ hướng đạo ,sự kiện này được công nhận như là một lần tham dự quốc tế bởi mội số tổ chức hướng đạo nam và nữ và có vài vài giải thưởng cho các sự kiện này như là một phần của các chương trình nam và nữ hướng đạo ,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
các tham dự viên qua sử dụng những phòng chat định sẵn từ khắp thế giới có thể tiếp xúc với bạn đồng hướng đạo qua phương tiện internet ,các tham dự viên qua xử dụng những phòng chat định sẳn từ khắp thế giới có thể tiếp xúc với bạn đồng hướng đạo qua phương tiện internet ,29,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
các phương pháp truyền thống phổ biến bao gồm mạng scoutlink hệ thống chat có giám sát của hướng đạo trên toàn thế giới thư điện tử và điện thoại trên mạng voip ,các phương pháp truyền thông phổ biến bao gồm mạng scoutlink hệ thống chat có giám sát của hướng đạo trên toàn thế giới thư điện tử và điện thoại trên mạng voip ,33,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nó diễn ra vào tháng numberic trên cơ bản mỗi năm ,nó xảy ra vào tháng numberic trên cơ bản mỗi năm ,11,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
loại sự kiện này cho phép hướng đạo sinh tham gia vào các hoạt động cùng lúc với các hướng đạo sinh khác cổ vũ ý tưởng tình anh em hướng đạo ,loại sự kiện này cho phép hướng đạo sinh tham gia vào các hoạt động cùng lúc với các hướng đạo sinh khác cổ vủ ý tưởng tình anh em hướng đạo ,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
các tham dự viên được trao tặng một huy hiệu họp bán trên đường mòn như một sự công nhận đã tham gia vào sự kiện thế giới này ,các tham dự viên được trao tặng một huy hiệu họp bạn trên đường mòn như một sự công nhận đã tham gia vào sự kiện thế giới này ,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
trong thực tiễn tuy khung toán học tổng quát của suy luận bayes là đúng đắn nó đòi hỏi việc gán các xác suất tiên nghiệm cho các giả thuyết trong khi các xác suất này có thể là đối tượng của sự thiên lệch tùy ý arbitrary bias ,trong thực tiễn tuy khung toán học tổng quát của suy luận bayes là đúng đắn nó đòi hòi việc gán các xác suất tiên nghiệm cho các giả thuyết trong khi các xác suất này có thể là đối tượng của sự thiên lệch tùy ý arbitrary bias ,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
quyết định được cho dưới dạng một xác suất điều này khác với thống kê cổ điển ,quyết định được cho dưới dạng một xác suất điều này khác với thông kê cổ điển ,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
tháng numberic năm numberic scorpion specialw tàu ngầm hạt nhân của mỹ đã không trở về cảng norfolk virginia như mong đợi ,tháng numberic năm numberic scorpion specialw tầu ngầm hạt nhân của mỹ đã không trở về cảng norfolk virginia như mong đợi ,22,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hải quân mỹ tin rằng con tàu đã bị đắm ở vùng bờ biển phía đông nhưng một cuộc tìm kiếm rộng đã không tìm thấy xác con tàu ,hải quân mỹ tin rằng con tầu đã bị đắm ở vùng bờ biển phía đông nhưng một cuộc tìm kiếm rộng đã không tìm thấy xác con tàu ,29,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ông chỉ được cấp một con tàu chiếc mizar và ông lấy lời khuyên từ một công ty tư vấn toán học để tận dụng tối đa các tài nguyên của mình ,ông chỉ được cấp một con tầu chiếc mizar và ông lấy lời khuyên từ một công ty tư vấn toán học để tận dụng tối đa các tài nguyên của mình ,32,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
các chỉ huy tàu ngầm có kinh nghiệm đã được phỏng vấn để xây dựng các giả thuyết về cái gì có thể đã gây ra vụ đắm tàu scorpion ,các chỉ huy tầu ngầm có kinh nghiệm đã được phỏng vấn để xây dựng các giả thuyết về cái gì có thể đã gây ra vụ đắm tầu scorpion ,30,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
khi đó xác suất gắn với mỗi ô sẽ là xác suất rằng vụ đắm tàu đã xảy ra tại ô đó ,khi đó xác suất gắn với mỗi ô sẽ là xác suất rằng vụ đắm tầu đã xảy ra tại ô đó ,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
một lưới thứ hai được xây dựng với các xác suất đại diện cho xác suất tìm thấy xác tàu nếu ô đó được tìm kiếm và xác tàu quả thực nằm tại ô đó ,một lưới thứ hai được xây dựng với các xác suất đại diện cho xác suất tìm thấy xác tầu nếu ô đó được tìm kiếm và xác tầu quả thực nằm tại ô đó ,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
mỗi lần một ô được tìm kiếm và không thấy xác tàu xác suất của nó được tính lại theo định lý bayes ,mỗi lầm một ô được tìm kiếm và không thấy xác tầu xác suất của nó được tính lại theo định lý bayes ,23,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
giả sử một ô vuông có xác suất xác tàu nằm tại đó là p và xác suất tìm thấy xác tàu nếu nó nằm tại đó là q ,giả sử một ô vuông có xác suất xác tầu nằm tại đó là p và xác suất tìm thấy xác tầu nếu nó nằm tại đó là q ,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
nếu ô đó được tìm và không thấy gì thì theo định lý bayes xác suất được tính lại cho việc xác tàu nằm tại ô đó là suy luận có các ứng dụng trong trí tuệ nhân tạo và các hệ chuyên gia ,nếu ô đó được tìm và không thấy gì thì theo định lý bayes xác suất được tính lại cho việc xác tầu nằm tại ô đó là suy luận có các ứng dụng trong trí tuệ nhân tạo và các hệ chuyên gia ,44,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tuy nhiên lôgic mờ và suy luận bayes không tương thích về toán học và ngữ nghĩa nói chung ta không thể hiểu mức độ đúng trong lôgic mở là xác suất và ngược lại ,tuy nhiên lôgic mờ và suy luận bayes không tương thích về toán học và ngữ nghĩa nói chung ta không thể hiểu mức độ đúng trong lôgic mờ là xác suất và ngược lại ,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
thêm numberic súng máy 30 bắn bằng tay gắn ở bụng dưới đuôi máy bay dùng để chống lại máy bay địch tấn công từ phía dưới và đằng sau ,thêm numberic súng máy 30 bắn bằng tay gắn ở bụng dưới đuôi máy bay dùng để chống lại máy bay địch tấn công từ phía dưới và đàng sau ,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
bộ radio này cho phép thâm nhập để sửa chữa thông qua một đường hầm dọc theo bên phải ,bộ radio này cho phép thâm nhập để sửa chửa thông qua một đường hầm dọc theo bên phải ,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sau khi hàng trăm tbf được sản xuất ký hiệu specialw chiếc specialw bắt đầu được sản xuất ,sau khi hằng trăm tbf được sản xuất ký hiệu specialw chiếc specialw bắt đầu được sản xuất ,18,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
canh bạc của mitscher không trúng được nhiều như ông ta hằng hy vọng ,canh bạc của mitscher không trúng cược nhiều như ông ta hằng hy vọng ,14,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
hình ảnh phổ biến về một phi đội gồm những phi công đầy kinh nghiệm chiến đấu biến mất trong một buổi chiều nắng đẹp đã không xảy ra ,hình ảnh phổ biến về một phi đội gồm những phi công dầy kinh nghiệm chiến đấu biến mất trong một buổi chiều nắng đẹp đã không xảy ra ,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
chính sự khẳng định trong bản báo cáo thứ hai bị thay đổi này cộng thêm việc mất tích những chiếc máy bay dân dụng star tiger và star ariel sau đó bắt đầu dấy lên truyền thuyết về tam giác bermuda ,chính sự khẳng định trong bản báo cáo thứ hai bị thay đổi này cộng thêm việc mất tích những chiếc máy bay dân dụng star tiger và star ariel sau đó bắt đầu dấy nên truyền thuyết về tam giác bermuda ,42,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
một phần ba tổng chu vi của myanmar là đường bờ biển giáp với vịnh bengal và biển andaman ,một phần ba tổng chu vi của myanmar là đường bờ biền giáp với vịnh bengal và biển andaman ,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
nhiều đảng khác thường đại diện cho lợi ích của các dân tộc thiểu số thực sự có tồn tại ,nhiều đàng khác thường đại diện cho lợi ích của các dân tộc thiểu số thực sự có tồn tại ,20,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kết quả của cuộc bầu cử sau đó đã bị chính quyền bác bỏ ,kết quả của cuộc bẩu cử sau đó đã bị chính quyền bác bỏ ,14,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
